Data,Time,Radiation,Temperature,Pressure,Humidity,Speed
9/29/2016 12:00:00 AM,21:25:22,1.24,50,30.47,94,5.62
9/29/2016 12:00:00 AM,21:20:21,1.2,50,30.47,93,4.5
9/29/2016 12:00:00 AM,21:15:23,1.24,50,30.47,93,7.87
9/29/2016 12:00:00 AM,21:10:20,1.21,49,30.47,93,9
9/29/2016 12:00:00 AM,21:05:26,1.24,50,30.47,93,5.62
9/29/2016 12:00:00 AM,21:00:20,1.2,50,30.47,92,4.5
9/29/2016 12:00:00 AM,20:55:18,1.19,50,30.47,91,7.87
9/29/2016 12:00:00 AM,20:50:20,1.25,50,30.47,90,6.75
9/29/2016 12:00:00 AM,20:45:24,1.25,50,30.47,88,6.75
9/29/2016 12:00:00 AM,20:40:19,1.23,50,30.47,87,1.12
9/29/2016 12:00:00 AM,20:35:19,1.21,50,30.47,86,4.5
9/29/2016 12:00:00 AM,20:30:18,1.25,50,30.46,85,5.62
9/29/2016 12:00:00 AM,20:25:20,1.23,50,30.46,84,3.37
9/29/2016 12:00:00 AM,20:20:23,1.23,50,30.47,81,3.37
9/29/2016 12:00:00 AM,20:15:20,1.26,50,30.46,75,4.5
9/29/2016 12:00:00 AM,20:10:22,1.17,50,30.46,70,5.62
9/29/2016 12:00:00 AM,20:05:22,1.22,50,30.46,63,3.37
9/29/2016 12:00:00 AM,20:00:18,1.22,50,30.46,51,4.5
9/29/2016 12:00:00 AM,19:55:23,1.22,50,30.46,47,6.75
9/29/2016 12:00:00 AM,19:50:22,1.24,50,30.46,46,3.37
9/29/2016 12:00:00 AM,19:45:25,1.25,50,30.46,47,4.5
9/29/2016 12:00:00 AM,19:40:22,1.19,50,30.46,48,4.5
9/29/2016 12:00:00 AM,19:35:22,1.19,50,30.46,56,4.5
9/29/2016 12:00:00 AM,19:30:20,1.23,50,30.46,57,4.5
9/29/2016 12:00:00 AM,19:25:21,1.19,51,30.46,55,3.37
9/29/2016 12:00:00 AM,19:20:20,1.23,51,30.46,54,4.5
9/29/2016 12:00:00 AM,19:15:22,1.22,51,30.45,53,2.25
9/29/2016 12:00:00 AM,19:10:24,1.24,51,30.45,51,4.5
9/29/2016 12:00:00 AM,19:05:20,1.24,51,30.45,51,2.25
9/29/2016 12:00:00 AM,19:00:24,1.23,51,30.45,52,5.62
9/29/2016 12:00:00 AM,18:55:19,1.23,51,30.45,51,6.75
9/29/2016 12:00:00 AM,18:50:24,1.24,51,30.45,52,5.62
9/29/2016 12:00:00 AM,18:45:19,1.23,51,30.44,55,5.62
9/29/2016 12:00:00 AM,18:40:21,1.21,52,30.44,55,5.62
9/29/2016 12:00:00 AM,18:35:21,1.24,52,30.44,55,6.75
9/29/2016 12:00:00 AM,18:30:23,1.18,52,30.45,59,3.37
9/29/2016 12:00:00 AM,18:25:19,1.52,52,30.44,59,2.25
9/29/2016 12:00:00 AM,18:20:23,5.07,53,30.44,61,4.5
9/29/2016 12:00:00 AM,18:15:21,6.16,53,30.44,62,7.87
9/29/2016 12:00:00 AM,18:10:52,6.63,53,30.44,59,5.62
9/29/2016 12:00:00 AM,18:05:22,10.96,54,30.44,59,4.5
9/29/2016 12:00:00 AM,18:00:22,19.42,55,30.44,57,6.75
9/29/2016 12:00:00 AM,17:55:22,27.14,55,30.44,53,4.5
9/29/2016 12:00:00 AM,17:50:19,33.75,56,30.44,52,2.25
9/29/2016 12:00:00 AM,17:45:22,49.57,56,30.44,49,6.75
9/29/2016 12:00:00 AM,17:40:22,59.62,56,30.44,50,2.25
9/29/2016 12:00:00 AM,17:35:38,87.23,56,30.44,48,3.37
9/29/2016 12:00:00 AM,17:30:25,109.93,56,30.43,49,2.25
9/29/2016 12:00:00 AM,17:25:25,130.82,57,30.43,57,2.25
9/29/2016 12:00:00 AM,17:20:25,160.52,57,30.43,55,5.62
9/29/2016 12:00:00 AM,17:15:20,191.37,58,30.43,52,1.12
9/29/2016 12:00:00 AM,17:10:20,207.05,58,30.43,49,4.5
9/29/2016 12:00:00 AM,17:05:22,240.99,58,30.43,45,5.62
9/29/2016 12:00:00 AM,17:00:24,274.83,58,30.43,41,4.5
9/29/2016 12:00:00 AM,16:55:25,300.94,58,30.43,55,3.37
9/29/2016 12:00:00 AM,16:50:22,322.71,58,30.43,56,7.87
9/29/2016 12:00:00 AM,16:45:38,346.59,58,30.43,50,6.75
9/29/2016 12:00:00 AM,16:40:20,364.18,58,30.43,49,7.87
9/29/2016 12:00:00 AM,16:35:41,368.35,58,30.43,51,5.62
9/29/2016 12:00:00 AM,16:30:22,362.84,58,30.43,46,5.62
9/29/2016 12:00:00 AM,16:25:21,423.9,59,30.43,48,4.5
9/29/2016 12:00:00 AM,16:20:25,457.69,58,30.43,59,4.5
9/29/2016 12:00:00 AM,16:15:23,511.38,58,30.43,52,3.37
9/29/2016 12:00:00 AM,16:10:22,566.83,58,30.43,52,4.5
9/29/2016 12:00:00 AM,16:05:20,187.96,58,30.43,49,4.5
9/29/2016 12:00:00 AM,16:00:20,310.59,59,30.43,58,9
9/29/2016 12:00:00 AM,15:55:22,230.26,59,30.43,46,3.37
9/29/2016 12:00:00 AM,15:50:21,623.31,60,30.43,46,7.87
9/29/2016 12:00:00 AM,15:45:22,312.1,60,30.43,48,10.12
9/29/2016 12:00:00 AM,15:40:24,803.72,60,30.43,44,7.87
9/29/2016 12:00:00 AM,15:35:19,671.97,60,30.42,47,7.87
9/29/2016 12:00:00 AM,15:30:20,670.32,60,30.42,51,4.5
9/29/2016 12:00:00 AM,15:25:21,679.73,60,30.42,48,9
9/29/2016 12:00:00 AM,15:20:24,687.62,60,30.43,54,4.5
9/29/2016 12:00:00 AM,15:15:18,697.66,61,30.42,53,11.25
9/29/2016 12:00:00 AM,15:10:21,716.27,61,30.42,44,7.87
9/29/2016 12:00:00 AM,15:05:23,744.43,61,30.43,50,5.62
9/29/2016 12:00:00 AM,15:02:10,612.34,61,30.42,53,7.87
9/29/2016 12:00:00 AM,14:55:21,760.9,61,30.42,50,4.5
9/29/2016 12:00:00 AM,14:50:21,773.71,61,30.42,57,6.75
9/29/2016 12:00:00 AM,14:45:18,790.08,61,30.42,59,3.37
9/29/2016 12:00:00 AM,14:40:23,804.28,61,30.42,59,7.87
9/29/2016 12:00:00 AM,14:35:24,818.82,61,30.42,53,6.75
9/29/2016 12:00:00 AM,14:30:19,855.63,62,30.42,51,5.62
9/29/2016 12:00:00 AM,14:25:20,875.16,62,30.42,58,3.37
9/29/2016 12:00:00 AM,14:20:21,867.9,62,30.42,54,3.37
9/29/2016 12:00:00 AM,14:15:27,872.67,62,30.43,58,5.62
9/29/2016 12:00:00 AM,14:10:20,890.52,62,30.43,50,4.5
9/29/2016 12:00:00 AM,14:00:19,911.06,62,30.43,53,7.87
9/29/2016 12:00:00 AM,13:55:20,925.16,62,30.43,49,7.87
9/29/2016 12:00:00 AM,13:50:20,933.15,62,30.43,47,5.62
9/29/2016 12:00:00 AM,13:45:21,942.73,62,30.43,53,5.62
9/29/2016 12:00:00 AM,13:40:21,955.74,62,30.43,50,4.5
9/29/2016 12:00:00 AM,13:35:21,959.47,62,30.43,54,9
9/29/2016 12:00:00 AM,13:30:20,970.22,62,30.43,57,6.75
9/29/2016 12:00:00 AM,13:25:18,974.87,62,30.43,54,11.25
9/29/2016 12:00:00 AM,13:20:20,985.22,62,30.44,53,7.87
9/29/2016 12:00:00 AM,13:15:25,992.19,62,30.43,50,10.12
9/29/2016 12:00:00 AM,13:10:22,997.26,62,30.44,56,7.87
9/29/2016 12:00:00 AM,13:05:22,1004.6,62,30.44,54,7.87
9/29/2016 12:00:00 AM,13:00:19,1007.96,63,30.44,54,11.25
9/29/2016 12:00:00 AM,12:55:22,1013.59,63,30.44,54,9
9/29/2016 12:00:00 AM,12:50:20,1020.55,62,30.44,51,10.12
9/29/2016 12:00:00 AM,12:45:19,1025.63,62,30.44,45,15.75
9/29/2016 12:00:00 AM,12:40:20,1029.41,63,30.45,46,12.37
9/29/2016 12:00:00 AM,12:35:20,1034.46,63,30.45,43,7.87
9/29/2016 12:00:00 AM,12:30:19,1033.54,63,30.45,43,5.62
9/29/2016 12:00:00 AM,12:25:21,1039.06,63,30.45,40,4.5
9/29/2016 12:00:00 AM,12:20:20,1039.67,63,30.45,39,6.75
9/29/2016 12:00:00 AM,12:15:20,1037.76,64,30.46,41,14.62
9/29/2016 12:00:00 AM,12:10:24,1039.52,64,30.45,41,13.5
9/29/2016 12:00:00 AM,12:05:20,1040.14,63,30.45,41,4.5
9/29/2016 12:00:00 AM,12:00:27,1039.22,63,30.46,42,1.12
9/29/2016 12:00:00 AM,11:55:20,1035.99,63,30.46,41,4.5
9/29/2016 12:00:00 AM,11:50:20,1033.49,63,30.46,39,5.62
9/29/2016 12:00:00 AM,11:45:18,1029.15,63,30.46,41,9
9/29/2016 12:00:00 AM,11:40:20,1025.51,63,30.46,41,2.25
9/29/2016 12:00:00 AM,11:35:19,1023.78,63,30.46,41,9
9/29/2016 12:00:00 AM,11:30:22,1017.57,63,30.47,37,3.37
9/29/2016 12:00:00 AM,11:25:20,1013.93,63,30.47,34,11.25
9/29/2016 12:00:00 AM,11:20:21,1009.36,63,30.47,34,9
9/29/2016 12:00:00 AM,11:15:22,1002.89,63,30.47,33,6.75
9/29/2016 12:00:00 AM,11:11:56,999.19,63,30.47,31,6.75
9/29/2016 12:00:00 AM,11:05:22,987.02,62,30.47,36,10.12
9/29/2016 12:00:00 AM,11:00:23,981.66,63,30.47,40,7.87
9/29/2016 12:00:00 AM,10:55:21,973.79,63,30.47,35,5.62
9/29/2016 12:00:00 AM,10:50:22,964.46,63,30.47,37,6.75
9/29/2016 12:00:00 AM,10:45:20,957.02,62,30.47,40,7.87
9/29/2016 12:00:00 AM,10:40:22,946.32,62,30.47,44,11.25
9/29/2016 12:00:00 AM,10:35:22,933.08,62,30.47,45,11.25
9/29/2016 12:00:00 AM,10:30:21,926.79,62,30.47,43,5.62
9/29/2016 12:00:00 AM,10:25:19,915.84,62,30.47,42,11.25
9/29/2016 12:00:00 AM,10:20:19,901.65,62,30.47,42,9
9/29/2016 12:00:00 AM,10:15:23,899.53,61,30.47,46,7.87
9/29/2016 12:00:00 AM,10:10:20,878.76,62,30.47,49,7.87
9/29/2016 12:00:00 AM,10:05:23,867.98,61,30.47,44,6.75
9/29/2016 12:00:00 AM,10:00:25,855.89,62,30.47,41,7.87
9/29/2016 12:00:00 AM,09:55:21,841.52,61,30.47,42,9
9/29/2016 12:00:00 AM,09:50:22,830.19,62,30.47,38,10.12
9/29/2016 12:00:00 AM,09:45:19,815.1,62,30.47,39,6.75
9/29/2016 12:00:00 AM,09:40:20,799.29,62,30.47,41,5.62
9/29/2016 12:00:00 AM,09:35:25,785.6,61,30.47,41,7.87
9/29/2016 12:00:00 AM,09:30:21,768.39,61,30.47,45,7.87
9/29/2016 12:00:00 AM,09:25:19,754.06,61,30.47,44,4.5
9/29/2016 12:00:00 AM,09:20:22,738.75,61,30.47,43,7.87
9/29/2016 12:00:00 AM,09:15:23,722.23,61,30.46,44,11.25
9/29/2016 12:00:00 AM,09:10:23,706.41,61,30.46,44,6.75
9/29/2016 12:00:00 AM,09:05:21,686.3,61,30.46,45,3.37
9/29/2016 12:00:00 AM,09:00:26,669.11,60,30.46,49,9
9/29/2016 12:00:00 AM,08:55:21,652.51,61,30.46,47,2.25
9/29/2016 12:00:00 AM,08:50:23,634.99,61,30.46,41,6.75
9/29/2016 12:00:00 AM,08:45:27,617.87,61,30.46,31,7.87
9/29/2016 12:00:00 AM,08:40:21,597.41,61,30.46,34,2.25
9/29/2016 12:00:00 AM,08:35:22,578.24,61,30.46,31,4.5
9/29/2016 12:00:00 AM,08:30:21,559.23,60,30.46,35,1.12
9/29/2016 12:00:00 AM,08:25:21,538.41,60,30.46,37,3.37
9/29/2016 12:00:00 AM,08:20:23,519.16,60,30.46,41,4.5
9/29/2016 12:00:00 AM,08:15:21,499.21,60,30.45,40,3.37
9/29/2016 12:00:00 AM,08:10:19,478.48,60,30.45,40,3.37
9/29/2016 12:00:00 AM,08:05:18,458.27,59,30.45,40,1.12
9/29/2016 12:00:00 AM,08:00:24,438.05,59,30.45,45,2.25
9/29/2016 12:00:00 AM,07:55:19,416.28,60,30.44,30,5.62
9/29/2016 12:00:00 AM,07:50:19,395.14,59,30.44,31,3.37
9/29/2016 12:00:00 AM,07:45:20,373.7,58,30.44,34,2.25
9/29/2016 12:00:00 AM,07:40:19,352.56,57,30.43,34,1.12
9/29/2016 12:00:00 AM,07:30:21,305.78,54,30.43,38,1.12
9/29/2016 12:00:00 AM,07:25:21,278.29,52,30.43,42,2.25
9/29/2016 12:00:00 AM,07:20:28,251.51,51,30.43,44,2.25
9/29/2016 12:00:00 AM,07:15:24,222.48,50,30.43,46,4.5
9/29/2016 12:00:00 AM,07:10:22,164.44,49,30.43,47,3.37
9/29/2016 12:00:00 AM,07:05:23,21.36,48,30.43,48,4.5
9/29/2016 12:00:00 AM,07:00:25,20,48,30.42,50,5.62
9/29/2016 12:00:00 AM,06:55:23,19.24,48,30.42,51,7.87
9/29/2016 12:00:00 AM,06:50:19,18.33,47,30.42,53,7.87
9/29/2016 12:00:00 AM,06:45:20,17.31,47,30.42,54,9
9/29/2016 12:00:00 AM,06:40:22,16.09,47,30.42,55,10.12
9/29/2016 12:00:00 AM,06:35:19,14.73,47,30.42,56,10.12
9/29/2016 12:00:00 AM,06:30:20,12.53,47,30.42,57,6.75
9/29/2016 12:00:00 AM,06:25:21,9.86,47,30.42,57,7.87
9/29/2016 12:00:00 AM,06:20:20,7.7,47,30.41,58,7.87
9/29/2016 12:00:00 AM,06:15:22,6.17,47,30.41,61,7.87
9/29/2016 12:00:00 AM,06:10:23,4.32,47,30.41,62,6.75
9/29/2016 12:00:00 AM,06:05:20,2.34,47,30.41,62,7.87
9/29/2016 12:00:00 AM,06:00:24,1.47,47,30.41,61,7.87
9/29/2016 12:00:00 AM,05:55:25,1.21,47,30.41,60,9
9/29/2016 12:00:00 AM,05:50:21,1.23,47,30.41,59,9
9/29/2016 12:00:00 AM,05:45:21,1.24,46,30.41,58,10.12
9/29/2016 12:00:00 AM,05:40:21,1.23,46,30.4,59,7.87
9/29/2016 12:00:00 AM,05:35:26,1.21,46,30.4,58,7.87
9/29/2016 12:00:00 AM,05:30:27,1.21,46,30.4,58,5.62
9/29/2016 12:00:00 AM,05:25:22,1.22,45,30.4,56,6.75
9/29/2016 12:00:00 AM,05:20:24,1.22,45,30.4,56,5.62
9/29/2016 12:00:00 AM,05:15:21,1.2,45,30.4,55,4.5
9/29/2016 12:00:00 AM,05:10:22,1.2,45,30.4,55,6.75
9/29/2016 12:00:00 AM,05:05:20,1.16,46,30.4,55,6.75
9/29/2016 12:00:00 AM,05:00:22,1.15,46,30.4,53,4.5
9/29/2016 12:00:00 AM,04:55:25,1.18,46,30.4,51,4.5
9/29/2016 12:00:00 AM,04:50:25,1.18,46,30.4,50,5.62
9/29/2016 12:00:00 AM,04:45:20,1.18,46,30.4,50,3.37
9/29/2016 12:00:00 AM,04:40:21,1.19,46,30.4,49,4.5
9/29/2016 12:00:00 AM,04:35:19,1.18,46,30.39,49,3.37
9/29/2016 12:00:00 AM,04:30:25,1.2,46,30.39,48,5.62
9/29/2016 12:00:00 AM,04:25:25,1.17,46,30.39,47,3.37
9/29/2016 12:00:00 AM,04:20:21,1.17,46,30.39,47,4.5
9/29/2016 12:00:00 AM,04:15:29,1.18,46,30.39,45,3.37
9/29/2016 12:00:00 AM,04:10:22,1.21,46,30.39,45,6.75
9/29/2016 12:00:00 AM,04:05:18,1.17,46,30.39,45,5.62
9/29/2016 12:00:00 AM,04:00:20,1.18,46,30.39,45,5.62
9/29/2016 12:00:00 AM,03:55:20,1.19,46,30.39,47,6.75
9/29/2016 12:00:00 AM,03:50:26,1.18,46,30.39,47,6.75
9/29/2016 12:00:00 AM,03:45:22,1.2,46,30.39,48,5.62
9/29/2016 12:00:00 AM,03:40:26,1.22,46,30.39,50,6.75
9/29/2016 12:00:00 AM,03:35:22,1.21,46,30.39,52,5.62
9/29/2016 12:00:00 AM,03:30:19,1.22,46,30.38,55,7.87
9/29/2016 12:00:00 AM,03:25:23,1.21,46,30.38,56,6.75
9/29/2016 12:00:00 AM,03:20:23,1.18,47,30.38,57,4.5
9/29/2016 12:00:00 AM,03:15:22,1.24,47,30.39,58,3.37
9/29/2016 12:00:00 AM,03:10:24,1.22,47,30.38,58,6.75
9/29/2016 12:00:00 AM,03:05:19,1.24,47,30.39,58,5.62
9/29/2016 12:00:00 AM,03:00:19,1.26,47,30.38,58,4.5
9/29/2016 12:00:00 AM,02:55:25,1.18,47,30.38,58,3.37
9/29/2016 12:00:00 AM,02:50:25,1.24,47,30.39,58,7.87
9/29/2016 12:00:00 AM,02:45:23,1.19,47,30.39,59,4.5
9/29/2016 12:00:00 AM,02:40:23,1.2,47,30.39,59,5.62
9/29/2016 12:00:00 AM,02:35:22,1.24,47,30.39,60,5.62
9/29/2016 12:00:00 AM,02:30:25,1.23,47,30.39,60,6.75
9/29/2016 12:00:00 AM,02:25:21,1.25,47,30.39,60,5.62
9/29/2016 12:00:00 AM,02:20:21,1.23,47,30.39,62,5.62
9/29/2016 12:00:00 AM,02:15:23,1.2,47,30.39,64,2.25
9/29/2016 12:00:00 AM,02:10:20,1.24,47,30.39,64,6.75
9/29/2016 12:00:00 AM,02:05:24,1.24,47,30.39,66,4.5
9/29/2016 12:00:00 AM,02:00:30,1.23,47,30.4,65,5.62
9/29/2016 12:00:00 AM,01:55:24,1.2,47,30.4,68,4.5
9/29/2016 12:00:00 AM,01:50:23,1.21,48,30.4,70,5.62
9/29/2016 12:00:00 AM,01:45:24,1.22,48,30.4,69,5.62
9/29/2016 12:00:00 AM,01:40:18,1.25,48,30.4,71,5.62
9/29/2016 12:00:00 AM,01:35:21,1.18,48,30.4,73,6.75
9/29/2016 12:00:00 AM,01:30:21,1.22,48,30.4,76,5.62
9/29/2016 12:00:00 AM,01:25:20,1.21,48,30.4,76,5.62
9/29/2016 12:00:00 AM,01:20:23,1.25,48,30.4,77,5.62
9/29/2016 12:00:00 AM,01:15:20,1.23,48,30.41,77,5.62
9/29/2016 12:00:00 AM,01:10:26,1.23,48,30.41,77,5.62
9/29/2016 12:00:00 AM,01:05:19,1.22,48,30.41,78,5.62
9/29/2016 12:00:00 AM,01:00:24,1.23,48,30.41,78,5.62
9/29/2016 12:00:00 AM,00:55:25,1.23,48,30.41,78,5.62
9/29/2016 12:00:00 AM,00:50:29,1.19,48,30.41,78,5.62
9/29/2016 12:00:00 AM,00:45:24,1.22,48,30.41,78,3.37
9/29/2016 12:00:00 AM,00:40:19,1.22,48,30.41,78,6.75
9/29/2016 12:00:00 AM,00:35:21,1.22,49,30.41,78,4.5
9/29/2016 12:00:00 AM,00:30:22,1.22,49,30.41,77,7.87
9/29/2016 12:00:00 AM,00:25:24,1.22,49,30.41,78,4.5
9/29/2016 12:00:00 AM,00:20:25,1.23,49,30.42,77,5.62
9/29/2016 12:00:00 AM,00:10:23,1.21,50,30.42,75,5.62
9/29/2016 12:00:00 AM,00:05:20,1.22,50,30.42,75,2.25
9/29/2016 12:00:00 AM,00:00:31,1.21,49,30.42,75,6.75
9/28/2016 12:00:00 AM,23:55:21,1.24,50,30.42,75,5.62
9/28/2016 12:00:00 AM,23:50:24,1.23,50,30.42,74,5.62
9/28/2016 12:00:00 AM,23:45:31,1.22,50,30.42,74,4.5
9/28/2016 12:00:00 AM,23:40:21,1.21,50,30.42,74,6.75
9/28/2016 12:00:00 AM,23:35:21,1.24,50,30.42,73,4.5
9/28/2016 12:00:00 AM,23:30:24,1.23,50,30.42,74,6.75
9/28/2016 12:00:00 AM,23:25:21,1.23,50,30.42,75,7.87
9/28/2016 12:00:00 AM,23:20:23,1.24,50,30.43,75,6.75
9/28/2016 12:00:00 AM,23:15:20,1.19,50,30.43,77,7.87
9/28/2016 12:00:00 AM,23:10:23,1.22,50,30.43,79,5.62
9/28/2016 12:00:00 AM,23:05:21,1.22,50,30.43,79,4.5
9/28/2016 12:00:00 AM,23:00:25,1.23,50,30.43,81,9
9/28/2016 12:00:00 AM,22:55:20,1.2,51,30.43,82,5.62
9/28/2016 12:00:00 AM,22:50:24,1.22,51,30.43,84,6.75
9/28/2016 12:00:00 AM,22:45:22,1.2,51,30.43,86,5.62
9/28/2016 12:00:00 AM,22:40:19,1.23,50,30.43,88,6.75
9/28/2016 12:00:00 AM,22:35:23,1.22,50,30.43,89,10.12
9/28/2016 12:00:00 AM,22:30:25,1.23,50,30.43,89,12.37
9/28/2016 12:00:00 AM,22:25:27,1.23,51,30.43,87,9
9/28/2016 12:00:00 AM,22:20:21,1.22,51,30.44,85,5.62
9/28/2016 12:00:00 AM,22:15:20,1.23,51,30.43,77,4.5
9/28/2016 12:00:00 AM,22:10:25,1.21,51,30.43,75,4.5
9/28/2016 12:00:00 AM,22:05:21,1.21,51,30.43,75,4.5
9/28/2016 12:00:00 AM,22:00:20,1.2,51,30.43,73,7.87
9/28/2016 12:00:00 AM,21:55:20,1.2,51,30.43,71,3.37
9/28/2016 12:00:00 AM,21:50:28,1.21,51,30.43,71,3.37
9/28/2016 12:00:00 AM,21:45:22,1.22,51,30.43,68,7.87
9/28/2016 12:00:00 AM,21:40:21,1.21,51,30.43,66,5.62
9/28/2016 12:00:00 AM,21:35:24,1.24,51,30.43,67,5.62
9/28/2016 12:00:00 AM,21:30:30,1.2,51,30.43,69,2.25
9/28/2016 12:00:00 AM,21:25:21,1.22,51,30.43,72,3.37
9/28/2016 12:00:00 AM,21:20:23,1.21,51,30.44,67,5.62
9/28/2016 12:00:00 AM,21:15:28,1.25,51,30.43,67,2.25
9/28/2016 12:00:00 AM,21:10:20,1.25,51,30.43,68,6.75
9/28/2016 12:00:00 AM,21:05:20,1.23,51,30.43,70,9
9/28/2016 12:00:00 AM,21:00:26,1.23,51,30.43,75,6.75
9/28/2016 12:00:00 AM,20:55:18,1.23,51,30.43,73,7.87
9/28/2016 12:00:00 AM,20:50:21,1.18,52,30.43,68,4.5
9/28/2016 12:00:00 AM,20:45:20,1.24,52,30.43,67,5.62
9/28/2016 12:00:00 AM,20:40:19,1.23,52,30.43,67,7.87
9/28/2016 12:00:00 AM,20:35:18,1.2,52,30.43,65,2.25
9/28/2016 12:00:00 AM,20:30:22,1.23,52,30.42,65,4.5
9/28/2016 12:00:00 AM,20:25:24,1.23,52,30.42,66,5.62
9/28/2016 12:00:00 AM,20:20:29,1.23,52,30.42,65,6.75
9/28/2016 12:00:00 AM,20:15:24,1.23,52,30.42,66,10.12
9/28/2016 12:00:00 AM,20:10:19,1.21,52,30.41,67,6.75
9/28/2016 12:00:00 AM,20:05:22,1.24,52,30.41,66,1.12
9/28/2016 12:00:00 AM,20:00:22,1.22,53,30.41,69,5.62
9/28/2016 12:00:00 AM,19:55:21,1.22,53,30.41,68,6.75
9/28/2016 12:00:00 AM,19:50:18,1.23,53,30.41,69,5.62
9/28/2016 12:00:00 AM,19:45:24,1.21,53,30.41,70,6.75
9/28/2016 12:00:00 AM,19:40:24,1.27,53,30.41,73,6.75
9/28/2016 12:00:00 AM,19:35:27,1.24,53,30.41,70,6.75
9/28/2016 12:00:00 AM,19:30:22,1.2,53,30.4,71,1.12
9/28/2016 12:00:00 AM,19:25:22,1.24,53,30.4,71,4.5
9/28/2016 12:00:00 AM,19:20:22,1.2,53,30.4,72,4.5
9/28/2016 12:00:00 AM,19:15:19,1.25,52,30.4,77,4.5
9/28/2016 12:00:00 AM,19:10:32,1.25,52,30.39,82,6.75
9/28/2016 12:00:00 AM,19:05:22,1.2,52,30.39,88,3.37
9/28/2016 12:00:00 AM,19:00:26,1.24,52,30.39,93,4.5
9/28/2016 12:00:00 AM,18:55:19,1.2,53,30.39,93,1.12
9/28/2016 12:00:00 AM,18:50:19,1.25,53,30.39,91,5.62
9/28/2016 12:00:00 AM,18:45:21,1.23,52,30.39,93,2.25
9/28/2016 12:00:00 AM,18:40:24,1.24,52,30.39,94,2.25
9/28/2016 12:00:00 AM,18:35:18,1.23,52,30.39,94,4.5
9/28/2016 12:00:00 AM,18:30:28,1.27,53,30.39,94,2.25
9/28/2016 12:00:00 AM,18:25:23,1.43,53,30.39,93,3.37
9/28/2016 12:00:00 AM,18:20:18,2.59,53,30.39,92,4.5
9/28/2016 12:00:00 AM,18:15:20,4.5,54,30.39,91,4.5
9/28/2016 12:00:00 AM,18:10:21,6.36,55,30.39,89,3.37
9/28/2016 12:00:00 AM,18:05:18,9.83,55,30.38,86,3.37
9/28/2016 12:00:00 AM,18:00:19,13.81,56,30.38,81,1.12
9/28/2016 12:00:00 AM,17:55:23,24.13,56,30.38,82,1.12
9/28/2016 12:00:00 AM,17:50:23,32.14,56,30.38,83,2.25
9/28/2016 12:00:00 AM,17:45:24,44.93,56,30.38,82,4.5
9/28/2016 12:00:00 AM,17:40:44,61,57,30.38,82,0
9/28/2016 12:00:00 AM,17:35:23,82.38,57,30.38,82,1.12
9/28/2016 12:00:00 AM,17:30:25,104.74,58,30.38,81,4.5
9/28/2016 12:00:00 AM,17:25:32,128.94,58,30.38,75,4.5
9/28/2016 12:00:00 AM,17:20:21,154.49,58,30.38,75,3.37
9/28/2016 12:00:00 AM,17:15:21,181.97,57,30.38,75,7.87
9/28/2016 12:00:00 AM,17:10:20,210.59,58,30.38,74,5.62
